"","id","name","hisp","non.hisp","pop","zonal.hisp","zonal.almost.hisp","zonal.non.hisp","per.capita","white.per.capita","black.per.capita","native.american.per.capita","asian.per.capita","pacific.islander.per.capita","other.per.capita","two.races.per.capita","hisp.per.capita","non.hisp.per.capita","pov","pov.m","pov.f","non.pov","non.pov.m","non.pov.f","pov.white","pov.white.m","pov.white.f","non.pov.white","non.pov.white.m","non.pov.white.f","pov.black","pov.black.m","pov.black.f","non.pov.black","non.pov.black.m","non.pov.black.f","pov.native","pov.native.m","pov.native.f","non.pov.native","non.pov.native.m","non.pov.native.f","pov.asian","pov.asian.m","pov.asian.f","non.pov.asian","non.pov.asian.m","non.pov.asian.f","pov.pacific","pov.pacific.m","pov.pacific.f","non.pov.pacific","non.pov.pacific.m","non.pov.pacific.f","pov.other","pov.other.m","pov.other.f","non.pov.other","non.pov.other.m","non.pov.other.f","pov.mixed","pov.mixed.m","pov.mixed.f","non.pov.mixed","non.pov.mixed.m","non.pov.mixed.f","pov.whitenonhisp","pov.whitenonhisp.m","pov.whitenonhisp.f","non.pov.whitenonhisp","non.pov.whitenonhisp.m","non.pov.whitenonhisp.f","pov.hisp","pov.hisp.m","pov.hisp.f","non.pov.hisp","non.pov.hisp.m","non.pov.hisp.f","above.25.est","male.est","less.than.high.m","high.m","some.college.m","bach.or.high.m","female.est","less.than.high.f","high.f","some.college.f","bach.or.high.f","above.25.est.white","male.est.white.","less.than.high.m.white","high.m.white","some.college.m.white","bach.or.high.m.white","female.est.white","less.than.high.f.white","high.f.white","some.college.f.white","bach.or.high.f.white","above.25.est.black","male.est.black","less.than.high.m.black","high.m.black","some.college.m.black","bach.or.high.m.black","female.est.black","less.than.high.f.black","high.f.black","some.college.f.black","bach.or.high.f.black","above.25.est.native","male.est.native","less.than.high.m.native","high.m.native","some.college.m.native","bach.or.high.m.native","female.est.native","less.than.high.f.native","high.f.native","some.college.f.native","bach.or.high.f.native","above.25.est.asian","male.est.asian","less.than.high.m.asian","high.m.asian","some.college.m.asian","bach.or.high.m.asian","female.est.asian","less.than.high.f.asian","high.f.asian","some.college.f.asian","bach.or.high.f.asian","above.25.est.pacific","male.est.pacific","less.than.high.m.pacific","high.m.pacific","some.college.m.pacific","bach.or.high.m.pacific","female.est.pacific","less.than.high.f.pacific","high.f.pacific","some.college.f.pacific","bach.or.high.f.pacific","above.25.est.other","male.est.other","less.than.high.m.other","high.m.other","some.college.m.other","bach.or.high.m.other","female.est.other","less.than.high.f.other","high.f.other","some.college.f.other","bach.or.high.f.other","above.25.est.mixed","male.est.mixed","less.than.high.m.mixed","high.m.mixed","some.college.m.mixed","bach.or.high.m.mixed","female.est.mixed","less.than.high.f.mixed","high.f.mixed","some.college.f.mixed","bach.or.high.f.mixed","above.25.est.whitenonhisp","male.est.whitenonhisp","less.than.high.m.whitenonhisp","high.m.whitenonhisp","some.college.m.whitenonhisp","bach.or.high.m.whitenonhisp","female.est.whitenonhisp","less.than.high.f.whitenonhisp","high.f.whitenonhisp","some.college.f.whitenonhisp","bach.or.high.f.whitenonhisp","above.25.est.hisp","male.est.hisp","less.than.high.m.hisp","high.m.hisp","some.college.m.hisp","bach.or.high.m.hisp","female.est.hisp","less.than.high.f.hisp","high.f.hisp","some.college.f.hisp","bach.or.high.f.hisp"
"342",18047969900,"Census Tract 9699, Franklin County, Indiana",40,3855,3895,0,0,1,18061,18775,NA,NA,NA,NA,NA,5594,NA,18775,699,383,316,2870,1362,1508,662,346,316,2713,1362,1351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,37,0,157,0,157,662,346,316,2713,1362,1351,0,0,0,0,0,0,2285,1112,211,712,120,69,1173,347,511,277,38,2285,1112,211,712,120,69,1173,347,511,277,38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,105,37,37,0,0,0,68,0,0,68,0,2285,1112,211,712,120,69,1173,347,511,277,38,0,0,0,0,0,0,0,0,0,0,0
"343",18049953000,"Census Tract 9530, Fulton County, Indiana",87,3133,3220,0,0,1,24977,25028,NA,NA,NA,NA,NA,NA,NA,24764,174,71,103,2927,1381,1546,174,71,103,2913,1381,1532,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,174,71,103,2881,1370,1511,0,0,0,32,11,21,2321,1110,193,503,243,171,1211,145,578,364,124,2321,1110,193,503,243,171,1211,145,578,364,124,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2289,1099,193,503,243,160,1190,145,578,343,124,32,11,0,0,0,11,21,0,0,21,0
"344",18049953100,"Census Tract 9531, Fulton County, Indiana",220,5730,5950,0,0,1,17159,17334,NA,NA,10405,NA,3939,20949,19349,17029,969,266,703,4382,2085,2297,906,242,664,4129,1976,2153,0,0,0,0,0,0,0,0,0,19,19,0,12,0,12,62,31,31,0,0,0,0,0,0,51,24,27,50,22,28,0,0,0,122,37,85,906,242,664,4084,1976,2108,51,24,27,163,22,141,3519,1474,226,594,442,212,2045,403,804,534,304,3519,1474,226,594,442,212,2045,403,804,534,304,0,0,0,0,0,0,0,0,0,0,0,19,19,19,0,0,0,0,0,0,0,0,56,13,0,0,0,13,43,0,0,19,24,0,0,0,0,0,0,0,0,0,0,0,29,29,0,5,24,0,0,0,0,0,0,76,21,0,21,0,0,55,17,0,38,0,3491,1474,226,594,442,212,2017,403,804,534,276,95,29,0,5,24,0,66,0,0,38,28
"345",18049953200,"Census Tract 9532, Fulton County, Indiana",62,3735,3797,0,0,1,19861,20088,26339,NA,NA,NA,NA,NA,7610,20237,489,267,222,3224,1875,1349,378,174,204,3083,1796,1287,35,17,18,125,79,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,0,0,0,0,16,0,16,351,153,198,3023,1736,1287,103,97,6,60,60,0,2367,1327,186,662,281,198,1040,145,546,208,141,2367,1327,186,662,281,198,1040,145,546,208,141,143,79,0,0,79,0,64,18,10,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,76,0,0,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2325,1291,180,632,281,198,1034,145,540,208,141,118,112,6,30,0,76,6,0,6,0,0
"346",18049953300,"Census Tract 9533, Fulton County, Indiana",32,1976,2008,0,0,1,20237,20648,NA,NA,NA,NA,NA,15043,NA,20648,203,108,95,1946,943,1003,196,105,91,1882,931,951,0,0,0,34,0,34,0,0,0,17,8,9,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,13,4,9,196,105,91,1882,931,951,0,0,0,0,0,0,1415,694,78,374,141,101,721,48,446,151,76,1415,694,78,374,141,101,721,48,446,151,76,9,0,0,0,0,0,9,0,0,9,0,8,8,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,7,3,0,0,4,9,0,0,0,9,1415,694,78,374,141,101,721,48,446,151,76,0,0,0,0,0,0,0,0,0,0,0
"347",18049953400,"Census Tract 9534, Fulton County, Indiana",30,2756,2786,0,0,1,30018,30341,26168,NA,NA,NA,NA,NA,17264,30645,243,126,117,2360,1253,1107,221,104,117,2276,1201,1075,0,0,0,72,40,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,22,0,12,12,0,0,0,0,0,0,0,221,104,117,2212,1150,1062,22,22,0,76,63,13,1884,962,100,504,223,135,922,41,421,252,208,1884,962,100,504,223,135,922,41,421,252,208,40,24,0,0,24,0,16,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,12,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1860,938,100,504,199,135,922,41,421,252,208,58,58,12,22,24,0,0,0,0,0,0
"348",18049953500,"Census Tract 9535, Fulton County, Indiana",451,2624,3075,0,0,1,19494,20393,NA,NA,NA,NA,10917,6311,11050,20608,184,44,140,2969,1423,1546,180,44,136,2716,1312,1404,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,196,89,107,4,0,4,57,22,35,180,44,136,2640,1282,1358,0,0,0,308,141,167,1914,912,117,476,277,42,1002,163,426,278,135,1914,912,117,476,277,42,1002,163,426,278,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,39,39,0,0,0,55,55,0,0,0,35,10,0,10,0,0,25,0,25,0,0,1872,882,117,446,277,42,990,163,414,278,135,146,79,39,40,0,0,67,55,12,0,0
"349",18051050100,"Census Tract 501, Gibson County, Indiana",53,3973,4026,0,0,1,21000,21300,NA,NA,NA,NA,NA,20823,NA,21423,292,113,179,3572,1760,1812,269,97,172,3450,1664,1786,23,16,7,0,0,0,0,0,0,61,61,0,0,0,0,17,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,9,269,97,172,3423,1646,1777,0,0,0,27,18,9,2609,1295,121,719,334,121,1314,98,657,431,128,2609,1295,121,719,334,121,1314,98,657,431,128,16,16,0,0,0,16,0,0,0,0,0,12,12,0,0,12,0,0,0,0,0,0,17,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,35,0,0,35,0,9,0,9,0,0,2601,1287,121,711,334,121,1314,98,657,431,128,8,8,0,8,0,0,0,0,0,0,0
"350",18051050200,"Census Tract 502, Gibson County, Indiana",53,8238,8291,0,0,1,25500,25811,20657,NA,NA,NA,NA,NA,15684,25835,549,234,315,7545,4053,3492,433,156,277,7500,4018,3482,40,40,0,45,35,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,38,38,0,0,0,0,0,0,0,0,0,433,156,277,7481,4005,3476,0,0,0,19,13,6,5225,2715,202,1267,876,370,2510,132,972,939,467,5225,2715,202,1267,876,370,2510,132,972,939,467,65,65,0,28,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5206,2702,202,1261,869,370,2504,132,972,933,467,19,13,0,6,7,0,6,0,0,6,0
"351",18051050300,"Census Tract 503, Gibson County, Indiana",78,5429,5507,0,0,1,18658,18759,NA,NA,NA,NA,NA,16478,22845,18770,925,313,612,4159,2110,2049,885,294,591,4110,2061,2049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,19,21,49,49,0,880,294,586,4110,2061,2049,5,0,5,49,49,0,3606,1656,275,705,477,199,1950,323,815,581,231,3606,1656,275,705,477,199,1950,323,815,581,231,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,58,11,38,0,9,0,0,0,0,0,3601,1656,275,705,477,199,1945,318,815,581,231,54,49,11,38,0,0,5,5,0,0,0
"352",18051050401,"Census Tract 504.01, Gibson County, Indiana",29,3414,3443,0,0,1,24248,25337,5645,NA,NA,NA,NA,17009,NA,25337,279,147,132,3656,1820,1836,272,140,132,3424,1682,1742,7,7,0,199,119,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,14,272,140,132,3424,1682,1742,0,0,0,0,0,0,2564,1242,152,586,391,113,1322,143,533,420,226,2564,1242,152,586,391,113,1322,143,533,420,226,132,52,0,43,9,0,80,18,45,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,19,5,14,0,0,14,0,10,0,4,2564,1242,152,586,391,113,1322,143,533,420,226,0,0,0,0,0,0,0,0,0,0,0
"353",18051050402,"Census Tract 504.02, Gibson County, Indiana",36,4137,4173,0,0,1,29176,29416,44867,NA,NA,NA,NA,NA,NA,29416,182,109,73,3746,1915,1831,171,109,62,3637,1846,1791,0,0,0,54,27,27,11,0,11,13,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,42,0,171,109,62,3637,1846,1791,0,0,0,0,0,0,2711,1373,164,570,444,195,1338,108,538,402,290,2711,1373,164,570,444,195,1338,108,538,402,290,54,27,0,11,6,10,27,0,11,16,0,24,0,0,0,0,0,24,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2711,1373,164,570,444,195,1338,108,538,402,290,0,0,0,0,0,0,0,0,0,0,0
"354",18051050501,"Census Tract 505.01, Gibson County, Indiana",94,3278,3372,0,0,1,17579,18179,NA,NA,NA,NA,NA,NA,NA,18179,721,339,382,2538,1282,1256,650,268,382,2390,1218,1172,71,71,0,18,9,9,0,0,0,0,0,0,0,0,0,19,0,19,0,0,0,0,0,0,0,0,0,23,23,0,0,0,0,88,32,56,650,268,382,2390,1218,1172,0,0,0,23,23,0,2115,911,126,358,262,165,1204,135,575,289,205,2115,911,126,358,262,165,1204,135,575,289,205,18,9,0,0,9,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,19,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,23,23,23,0,0,0,0,0,0,0,0,24,0,0,0,0,0,24,0,24,0,0,2115,911,126,358,262,165,1204,135,575,289,205,23,23,23,0,0,0,0,0,0,0,0
"355",18051050502,"Census Tract 505.02, Gibson County, Indiana",98,4593,4691,0,0,1,19712,21147,6688,NA,NA,NA,11142,NA,9909,21663,1004,346,658,3318,1736,1582,730,249,481,3123,1584,1539,128,29,99,46,33,13,0,0,0,0,0,0,0,0,0,28,28,0,0,0,0,0,0,0,94,68,26,69,69,0,52,0,52,52,22,30,730,249,481,2964,1549,1415,94,68,26,228,104,124,2901,1332,163,535,367,267,1569,342,605,466,156,2901,1332,163,535,367,267,1569,342,605,466,156,137,62,7,55,0,0,75,0,35,40,0,0,0,0,0,0,0,0,0,0,0,0,28,28,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,69,0,69,0,0,26,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,2839,1332,163,535,367,267,1507,307,578,466,156,157,69,0,69,0,0,88,35,53,0,0
"356",18053000100,"Census Tract 1, Grant County, Indiana",272,3792,4064,0,0,1,17545,16948,17338,23534,NA,NA,18005,NA,15106,17126,963,437,526,3425,1948,1477,792,339,453,3034,1632,1402,139,86,53,215,178,37,0,0,0,20,11,9,0,0,0,21,21,0,0,0,0,0,0,0,7,0,7,106,106,0,25,12,13,29,0,29,719,307,412,2926,1524,1402,80,32,48,214,214,0,2664,1393,257,490,477,169,1271,204,512,396,159,2664,1393,257,490,477,169,1271,204,512,396,159,325,263,70,58,135,0,62,0,0,62,0,29,20,0,0,9,11,9,9,0,0,0,21,21,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,7,0,0,25,12,0,0,0,12,13,0,13,0,0,2620,1357,248,463,477,169,1263,204,512,388,159,51,36,9,27,0,0,15,0,7,8,0
"357",18053000200,"Census Tract 2, Grant County, Indiana",380,3545,3925,0,0,1,11639,15098,8585,NA,NA,NA,8357,3874,7339,15525,1332,605,727,2815,1382,1433,531,243,288,1562,658,904,670,301,369,1028,569,459,0,0,0,0,0,0,0,0,0,13,0,13,0,0,0,0,0,0,28,19,9,113,73,40,103,42,61,99,82,17,477,218,259,1505,623,882,143,59,84,170,108,62,1465,665,164,320,102,79,800,165,414,202,19,1465,665,164,320,102,79,800,165,414,202,19,913,433,58,221,125,29,480,142,226,97,15,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,111,71,71,0,0,0,40,31,9,0,0,33,8,0,8,0,0,25,25,0,0,0,1383,634,133,320,102,79,749,136,392,202,19,218,102,102,0,0,0,116,85,31,0,0
"358",18053000400,"Census Tract 4, Grant County, Indiana",209,3841,4050,0,0,1,15985,14797,31475,5135,NA,NA,NA,24963,14017,14889,1100,533,567,2804,1357,1447,982,455,527,2479,1222,1257,67,51,16,153,69,84,20,9,11,29,7,22,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,8,0,8,31,18,13,125,59,66,982,455,527,2365,1138,1227,0,0,0,133,84,49,2309,1113,314,489,258,52,1196,213,702,220,61,2309,1113,314,489,258,52,1196,213,702,220,61,107,43,19,14,10,0,64,0,34,8,22,31,4,4,0,0,0,27,11,4,12,0,10,0,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,0,8,90,34,12,0,22,0,56,19,13,0,24,2236,1070,291,469,258,52,1166,213,702,190,61,92,43,23,20,0,0,49,0,0,30,19
"359",18053000500,"Census Tract 5, Grant County, Indiana",122,4741,4863,0,0,1,29270,31104,22843,NA,31355,NA,NA,6366,NA,31387,333,87,246,4075,1828,2247,263,44,219,3621,1608,2013,15,15,0,155,69,86,0,0,0,0,0,0,0,0,0,86,46,40,0,0,0,0,0,0,0,0,0,11,0,11,55,28,27,202,105,97,263,44,219,3565,1560,2005,0,0,0,93,48,45,3168,1295,85,302,368,540,1873,157,753,442,521,3168,1295,85,302,368,540,1873,157,753,442,521,106,20,0,0,20,0,86,0,47,27,12,0,0,0,0,0,0,0,0,0,0,0,86,46,29,0,17,0,40,29,0,11,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,11,0,0,11,0,38,38,0,0,38,0,0,0,0,0,0,3160,1295,85,302,368,540,1865,157,753,434,521,19,0,0,0,0,0,19,0,0,19,0
"360",18053000600,"Census Tract 6, Grant County, Indiana",152,2859,3011,0,0,1,15123,16620,14342,NA,NA,NA,8071,1823,4621,17119,925,411,514,1851,979,872,739,300,439,1403,685,718,54,23,31,279,188,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,106,88,18,19,19,0,26,0,26,150,87,63,642,216,426,1403,685,718,219,172,47,107,83,24,1651,690,158,384,95,53,961,321,419,144,77,1651,690,158,384,95,53,961,321,419,144,77,174,98,16,59,23,0,76,0,19,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,43,24,0,19,0,0,0,0,0,0,26,0,0,0,0,0,26,0,15,11,0,1612,651,158,345,95,53,961,321,419,144,77,82,82,24,39,19,0,0,0,0,0,0
"361",18053000700,"Census Tract 7, Grant County, Indiana",270,3429,3699,0,0,1,15096,16558,10956,NA,NA,NA,NA,10923,10827,16594,891,227,664,3266,1457,1809,547,110,437,2526,1202,1324,293,71,222,669,240,429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,34,0,10,0,10,17,12,5,61,15,46,512,93,419,2500,1176,1324,74,51,23,135,26,109,2332,1060,232,567,209,52,1272,316,603,274,79,2332,1060,232,567,209,52,1272,316,603,274,79,515,197,29,89,79,0,318,49,131,138,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,12,12,0,0,0,10,0,0,10,0,22,3,0,0,3,0,19,0,14,5,0,2289,1017,215,541,209,52,1272,316,603,274,79,106,55,29,26,0,0,51,0,0,51,0
"362",18053000800,"Census Tract 8, Grant County, Indiana",238,6729,6967,0,0,1,14437,14683,12783,NA,NA,NA,NA,NA,27239,14337,935,419,516,3889,1944,1945,670,255,415,3388,1705,1683,265,164,101,488,235,253,0,0,0,4,4,0,0,0,0,9,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,670,255,415,3325,1673,1652,0,0,0,84,43,41,2777,1273,255,518,175,325,1504,208,503,324,469,2777,1273,255,518,175,325,1504,208,503,324,469,523,261,94,100,67,0,262,46,146,70,0,4,4,0,0,0,4,0,0,0,0,0,9,0,0,0,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2714,1241,223,518,175,325,1473,208,498,324,443,84,43,32,11,0,0,41,0,15,0,26
"363",18053000900,"Census Tract 9, Grant County, Indiana",122,2705,2827,0,0,1,18344,19375,4999,NA,NA,NA,NA,14613,7474,19504,665,356,309,2233,1158,1075,639,330,309,1902,997,905,26,26,0,192,71,121,0,0,0,0,0,0,0,0,0,38,21,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,69,32,639,330,309,1863,986,877,0,0,0,57,29,28,1897,1029,195,484,234,116,868,227,438,99,104,1897,1029,195,484,234,116,868,227,438,99,104,67,31,0,5,26,0,36,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,38,21,0,0,21,0,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,23,0,23,0,0,32,9,15,8,0,1876,1018,184,484,234,116,858,227,428,99,104,21,11,11,0,0,0,10,0,10,0,0
"364",18053010100,"Census Tract 101, Grant County, Indiana",177,5507,5684,0,0,1,31649,31588,NA,NA,43244,NA,13886,28618,10175,32402,496,155,341,4829,2438,2391,496,155,341,4589,2297,2292,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,33,45,0,0,0,0,0,0,0,0,0,7,3,4,0,0,0,155,105,50,365,111,254,4535,2247,2288,131,44,87,61,53,8,3515,1641,209,544,595,293,1874,178,768,532,396,3515,1641,209,544,595,293,1874,178,768,532,396,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,33,8,19,0,6,37,0,0,8,29,0,0,0,0,0,0,0,0,0,0,0,7,3,2,0,1,0,4,4,0,0,0,76,26,0,0,0,26,50,0,50,0,0,3430,1584,189,525,577,293,1846,174,744,532,396,92,60,22,19,19,0,32,8,24,0,0
"365",18053010200,"Census Tract 102, Grant County, Indiana",71,4299,4370,0,0,1,23013,23051,28628,NA,NA,NA,NA,NA,10402,23187,253,127,126,3897,1860,2037,253,127,126,3783,1800,1983,0,0,0,57,42,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,6,0,0,0,51,18,33,233,107,126,3756,1778,1978,20,20,0,33,22,11,2836,1378,307,554,375,142,1458,156,616,400,286,2836,1378,307,554,375,142,1458,156,616,400,286,27,12,0,0,12,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,6,0,18,18,0,0,4,14,0,0,0,0,0,2803,1350,307,540,361,142,1453,151,616,400,286,39,28,0,14,14,0,11,5,0,6,0
"366",18053010300,"Census Tract 103, Grant County, Indiana",35,4155,4190,0,0,1,20682,20546,NA,NA,NA,NA,NA,17914,NA,20546,393,214,179,3760,1762,1998,393,214,179,3656,1712,1944,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,24,26,0,0,0,44,16,28,393,214,179,3656,1712,1944,0,0,0,42,24,18,2860,1371,308,649,316,98,1489,181,703,404,201,2860,1371,308,649,316,98,1489,181,703,404,201,10,10,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,24,0,0,24,0,18,0,0,0,18,28,16,3,13,0,0,12,0,12,0,0,2860,1371,308,649,316,98,1489,181,703,404,201,42,24,0,0,24,0,18,0,0,0,18
"367",18053010400,"Census Tract 104, Grant County, Indiana",68,3192,3260,0,0,1,20792,20816,NA,NA,18254,NA,NA,16578,NA,20816,406,194,212,2563,1323,1240,405,194,211,2540,1306,1234,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,13,9,4,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,8,8,0,405,194,211,2540,1306,1234,0,0,0,0,0,0,1998,957,177,469,207,104,1041,181,466,302,92,1998,957,177,469,207,104,1041,181,466,302,92,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,2,0,0,4,0,0,0,0,0,4,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,0,3,0,1,0,0,1,0,1998,957,177,469,207,104,1041,181,466,302,92,0,0,0,0,0,0,0,0,0,0,0
"368",18053010500,"Census Tract 105, Grant County, Indiana",129,5274,5403,0,0,1,19156,18991,NA,NA,NA,NA,NA,NA,21320,18968,1033,461,572,4470,2147,2323,1021,449,572,4382,2101,2281,0,0,0,40,23,17,0,0,0,0,0,0,12,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,23,13,1021,449,572,4328,2056,2272,0,0,0,54,45,9,3862,1892,289,845,510,248,1970,279,926,478,287,3862,1892,289,845,510,248,1970,279,926,478,287,17,0,0,0,0,0,17,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,24,12,0,12,0,0,12,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,13,0,13,0,0,3808,1847,289,835,475,248,1961,279,926,469,287,54,45,0,10,35,0,9,0,0,9,0
"369",18053010600,"Census Tract 106, Grant County, Indiana",89,3234,3323,0,0,1,21876,22427,25354,NA,NA,NA,NA,7567,4960,23541,819,359,460,2940,1404,1536,784,359,425,2689,1286,1403,31,0,31,86,77,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,90,12,78,4,0,4,75,29,46,608,348,260,2689,1286,1403,176,11,165,131,30,101,2550,1224,168,617,199,240,1326,270,510,311,235,2550,1224,168,617,199,240,1326,270,510,311,235,99,59,0,21,16,22,40,0,40,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12,0,12,0,0,0,0,0,0,0,33,0,0,0,0,0,33,0,0,33,0,2445,1224,168,617,199,240,1221,173,510,303,235,140,12,0,12,0,0,128,97,0,31,0
